"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Mauritius","MUS","Land area (sq. km)","AG.LND.TOTL.K2","","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","","",
"Malawi","MWI","Land area (sq. km)","AG.LND.TOTL.K2","","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","","",
"Malaysia","MYS","Land area (sq. km)","AG.LND.TOTL.K2","","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","","",
"North America","NAC","Land area (sq. km)","AG.LND.TOTL.K2","","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18127564","18127564","18127564","18127564","18127564","18127564","18127564","18127564","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","17936174","17936174","","","",
"Namibia","NAM","Land area (sq. km)","AG.LND.TOTL.K2","","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","","",
"New Caledonia","NCL","Land area (sq. km)","AG.LND.TOTL.K2","","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","","",
"Niger","NER","Land area (sq. km)","AG.LND.TOTL.K2","","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","","",
"Nigeria","NGA","Land area (sq. km)","AG.LND.TOTL.K2","","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","","",
"Nicaragua","NIC","Land area (sq. km)","AG.LND.TOTL.K2","","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","","",
"Netherlands","NLD","Land area (sq. km)","AG.LND.TOTL.K2","","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33730","33730","33720","33720","33690","33690","33670","33670","33670","33670","33670","33670","33670","33670","33670","","",
"Norway","NOR","Land area (sq. km)","AG.LND.TOTL.K2","","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365122.96","365108","365190.7","365145.73","365123","365108","365094","364285","364270","364270","364270","","",
"Nepal","NPL","Land area (sq. km)","AG.LND.TOTL.K2","","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","","",
"Nauru","NRU","Land area (sq. km)","AG.LND.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","",
"New Zealand","NZL","Land area (sq. km)","AG.LND.TOTL.K2","","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","","",
"OECD members","OED","Land area (sq. km)","AG.LND.TOTL.K2","","35163999.7","35163979.7","35163989.7","35163989.7","35163979.7","35163969.7","35163959.7","35163949.7","35163949.7","35163939.7","35163929.7","35163829.7","35163829.7","35163799.7","35163579.7","35163499.7","35163379.7","35163379.7","35163340.41","35163160.41","35163240.41","35163030.41","35162990.41","35161500.49","35161400.57","35161500.65","35161400.73","35161390.81","35161390.89","35161390.97","35161391.05","35348828.13","35474178.21","35474168.29","35474158.37","35474047.154","35473945.937","35473914.719","35473873.5","35510698.741","35510447.52","35510976.299","35511365.077","35511083.854","35510962.63","35510341.405","35510440.18","35495440.782","35496329.784","35497770.585","35497545.786","35497964.888","35499339.748","35500025.589","35499499.23","35509610.06","35508886.78","35509655.209","35509602.626","35508806.265","35332033.864","35310296.201","","","",
"Oman","OMN","Land area (sq. km)","AG.LND.TOTL.K2","","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","","",
"Other small states","OSS","Land area (sq. km)","AG.LND.TOTL.K2","","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","226754","269144","269144","262221","262221","262221","262221","262221","262221","262221","262221","262221","262221","260538","260538","273988","273988","273988","273988","273988","273955","273955","275035","275035","275035","275062","274342","274918","274918","274918","274918","274898","","","",
"Pakistan","PAK","Land area (sq. km)","AG.LND.TOTL.K2","","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","","",
"Panama","PAN","Land area (sq. km)","AG.LND.TOTL.K2","","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74120","74120","74120","74120","74180","74180","74180","74180","74180","74180","","",
"Peru","PER","Land area (sq. km)","AG.LND.TOTL.K2","","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","","",
"Philippines","PHL","Land area (sq. km)","AG.LND.TOTL.K2","","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298230","298190","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","","",
"Palau","PLW","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Papua New Guinea","PNG","Land area (sq. km)","AG.LND.TOTL.K2","","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","","",
"Poland","POL","Land area (sq. km)","AG.LND.TOTL.K2","","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306240","306330","306330","306320","306320","306300","306280","306280","306230","306220","306210","306190","306190","306190","306190","306170","306110","306130","306100","306090","306270","","",
"Pre-demographic dividend","PRE","Land area (sq. km)","AG.LND.TOTL.K2","","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690781","17690381","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17689981","17790981","17790981","17790981","17790981","17790981","17790981","17790981","17790981","17790981","17790981","17790981","17810963.625","17811006.326","17810985.031","17811013.606","17811038.494","17808000.592","17808706.103","17808984.989","20308908.12","20308688.278","20308675.185","20308727.775","20308716.459","20308710.233","20308716.714","20308719.546","20308679.829","20308679.829","20308679.829","","","",
"Puerto Rico (US)","PRI","Land area (sq. km)","AG.LND.TOTL.K2","","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","","",
"Korea, Dem. People's Rep.","PRK","Land area (sq. km)","AG.LND.TOTL.K2","","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","","",
"Portugal","PRT","Land area (sq. km)","AG.LND.TOTL.K2","","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91470","91470","91470","91470","91590","91590","91590","91590","91605.2","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","91605.6","","",
"Paraguay","PRY","Land area (sq. km)","AG.LND.TOTL.K2","","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","396012.042","396012.03","","",
"West Bank and Gaza","PSE","Land area (sq. km)","AG.LND.TOTL.K2","","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6025","6025","6025","","",
"Pacific island small states","PSS","Land area (sq. km)","AG.LND.TOTL.K2","","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64150","64150","64150","64150","64150","64150","","","",
"Post-demographic dividend","PST","Land area (sq. km)","AG.LND.TOTL.K2","","30270187.7","30270167.7","30270177.7","30270177.7","30270167.7","30270157.7","30270147.7","30270137.7","30270137.7","30270127.7","30270117.7","30270017.7","30270017.7","30269987.7","30269757.7","30269677.7","30269547.7","30269547.7","30269508.41","30269328.41","30269408.41","30269188.41","30269148.41","30267658.49","30267558.57","30267658.65","30267558.73","30267548.81","30267548.89","30267548.97","30267549.05","31239757.13","31316971.21","31316947.29","31316987.37","31316932.154","31316831.937","31316704.719","31316669.5","31353509.741","31353260.52","31350930.299","31351400.077","31351030.854","31350877.63","31350303.005","31350360.38","31335376.982","31336242.284","31337688.285","31337949.686","31338155.788","31336042.048","31336592.889","31336149.63","31346212.56","31345982.58","31346287.109","31346281.526","31345475.165","31168702.864","31167592.201","","","",
"French Polynesia","PYF","Land area (sq. km)","AG.LND.TOTL.K2","","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","","",
"Qatar","QAT","Land area (sq. km)","AG.LND.TOTL.K2","","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11490","11490","11490","11490","11490","11490","11490","11490","11490","11490","","",
"Romania","ROU","Land area (sq. km)","AG.LND.TOTL.K2","","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","229350","229350","229460","229460","229460","229510","229490","229520","229530","229590","229600","229710","229710","229870","229950","230000","229980","229980","229890","229900","230060","230050","230170","230020","230030","230080","230080","230080","230080","230080","230080","230080","230080","230080","230080","","",
"Russian Federation","RUS","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16389950","16386180","16381330","16378380","16377960","16378650","16381300","16388510","16381340","16380440","16380940","16380980","16381230","16381390","16377740","16377740","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","","",
"Rwanda","RWA","Land area (sq. km)","AG.LND.TOTL.K2","","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","","",
"South Asia","SAS","Land area (sq. km)","AG.LND.TOTL.K2","","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3349170","3349170","3349170","3349170","3349170","3349170","3349520","3349520","3349520","3349520","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347020","3347047","3347047","3347014","3347014.47","3347010","3347010","3347010","","","",
"Saudi Arabia","SAU","Land area (sq. km)","AG.LND.TOTL.K2","","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","","",
"Sudan","SDN","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","1868000","","",
"Senegal","SEN","Land area (sq. km)","AG.LND.TOTL.K2","","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","","",
"Singapore","SGP","Land area (sq. km)","AG.LND.TOTL.K2","","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","675","687","689","689","694","695","700","700","702","704","706","707","709","709","709","712","714","716","718","718","718","718","","",
"Solomon Islands","SLB","Land area (sq. km)","AG.LND.TOTL.K2","","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","","",
"Sierra Leone","SLE","Land area (sq. km)","AG.LND.TOTL.K2","","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","","",
"El Salvador","SLV","Land area (sq. km)","AG.LND.TOTL.K2","","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","","",
"San Marino","SMR","Land area (sq. km)","AG.LND.TOTL.K2","","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","","",
"Somalia, Fed. Rep.","SOM","Land area (sq. km)","AG.LND.TOTL.K2","","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","","",
"Serbia","SRB","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","84090","84090","84090","84090","","",
"Sub-Saharan Africa (excluding high income)","SSA","Land area (sq. km)","AG.LND.TOTL.K2","","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140731","20140331","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20139931","20240931","20240931","20240931","20240931","20240931","20240931","20240931","20240931","20240931","20240931","20240931","20260913.625","20260956.326","20260935.031","20260963.606","20260988.494","20261000.592","20261706.103","20261951.989","22761875.12","22761847.278","22761834.185","22761886.775","22761875.459","22761869.233","22761875.714","22761871.546","22761828.829","22761831.829","22761831.829","","","",
"South Sudan","SSD","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","631930","631930","631930","631930","631930","631930","631930","631930","631930","631930","631930","631930","","",
"Sub-Saharan Africa","SSF","Land area (sq. km)","AG.LND.TOTL.K2","","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20140791","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21389970.925","21390016.126","21390008.231","21390054.806","21390016.794","21390049.192","21390737.103","21390987.089","23890917.22","23890879.378","23890832.485","23890886.175","23890893.959","23890882.033","23890897.114","23890902.446","23890860.229","23890863.229","23890863.229","","","",
"Small states","SST","Land area (sq. km)","AG.LND.TOTL.K2","","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688091.61","688231.61","688231.61","688231.61","688231.61","688231.61","688141.61","688141.61","688141.61","688141.61","688141.61","688141.61","688141.61","688141.61","688141.61","688141.61","688141.61","689481.61","731871.61","731871.61","724948.61","724948.61","724948.61","724948.61","724948.61","724948.61","724948.61","724948.61","724948.61","724948.61","723265.61","723265.61","736715.61","736715.61","736715.61","736715.61","736715.61","736682.61","736682.61","737762.61","737762.61","737762.61","737789.61","737019.61","737595.61","737595.61","737595.61","737595.61","737575.61","","","",
"Sao Tome and Principe","STP","Land area (sq. km)","AG.LND.TOTL.K2","","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","","",
"Suriname","SUR","Land area (sq. km)","AG.LND.TOTL.K2","","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","160507.61","","",
"Slovak Republic","SVK","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48110","48100","48100","48100","48100","48100","48090","48091","48088","48088","48088","48080","48082","48080","48080","48080","48080","48080","48080","48080","48080","","",
"Slovenia","SVN","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20146.2","20145.8","20146.2","20146","20145.7","20140","20140","20142.6","20142","20138.1","20136.4","20136.4","20136.4","20136.4","20136.4","20134.5","","",
"Sweden","SWE","Land area (sq. km)","AG.LND.TOTL.K2","","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407339.7","407310.64","407310.64","407310.64","407310.64","407280","407280","407280","407280","407270","","",
